year,player,pos,age,team,g,gs,mp,pts,trb,ast,fgpct,threeppct,ftpct
2007,Nenad Krstic,C,23,NJN,26,26,848.0,426.0,176.0,46.0,52.6,,71.1
2008,Keith Bogans,SG,27,ORL,82,35,2198.0,711.0,266.0,104.0,41.0,36.2,73.6
2008,Tony Allen,SG,26,BOS,75,11,1373.0,494.0,168.0,114.0,43.4,31.6,76.2
2008,Pau Gasol,C,27,TOT,66,66,2351.0,1246.0,553.0,211.0,53.4,25.0,80.7
2008,Antonio McDyess,PF,33,DET,78,78,2285.0,683.0,666.0,89.0,48.8,,62.2
2008,DeSagana Diop,C,26,TOT,79,23,1295.0,226.0,392.0,40.0,52.2,,54.3
2008,Bobby Jones,SF,24,SAS,3,0,20.0,2.0,2.0,1.0,25.0,,0.0
2008,Jeff Green,SF,21,SEA,80,52,2253.0,838.0,379.0,119.0,42.7,27.6,74.4
2008,Ian Mahinmi,C,21,SAS,6,0,23.0,21.0,5.0,1.0,50.0,,100.0
2008,Luis Scola,PF,27,HOU,82,39,2024.0,847.0,525.0,106.0,51.5,,66.8
2008,Dan Dickau,PG,29,LAC,67,8,1040.0,352.0,97.0,172.0,41.9,33.3,82.9
2008,Alexander Johnson,PF,24,MIA,43,6,549.0,179.0,94.0,13.0,48.8,,68.7
2008,Francisco Elson,C,31,TOT,63,5,813.0,210.0,200.0,24.0,39.0,,70.3
2008,Pat Garrity,PF,31,ORL,31,0,284.0,66.0,44.0,13.0,33.8,21.6,80.0
2008,Shannon Brown,SG,22,TOT,21,4,240.0,114.0,20.0,17.0,34.9,30.0,58.6
2008,Gerald Green,SF,22,HOU,1,0,4.0,6.0,2.0,0.0,100.0,,0.0
2008,P.J. Brown,PF,38,BOS,18,0,209.0,39.0,68.0,10.0,34.1,,68.8
2008,Kareem Rush,SG,27,IND,71,15,1504.0,588.0,168.0,89.0,40.1,38.9,71.4
2008,Daniel Gibson,PG,21,CLE,58,26,1765.0,605.0,134.0,145.0,43.2,44.0,81.0
2008,Robert Horry,PF,37,SAS,45,5,583.0,112.0,109.0,47.0,31.9,25.7,64.3
2008,Gordan Giricek,SG,30,PHO,22,0,442.0,193.0,51.0,35.0,49.7,38.0,94.1
2008,LaMarcus Aldridge,PF,22,POR,76,76,2649.0,1350.0,578.0,122.0,48.4,14.3,76.2
2008,Jason Kidd,PG,34,NJN,51,51,1895.0,577.0,412.0,530.0,36.6,35.6,82.0
2008,Kyle Lowry,PG,21,MEM,82,9,2089.0,791.0,250.0,296.0,43.2,25.7,69.8
2008,Mario West,SG,23,ATL,64,2,269.0,59.0,48.0,13.0,42.9,,65.4
2009,Kyle Lowry,PG,22,HOU,28,0,608.0,214.0,78.0,97.0,47.5,27.6,80.0
2009,Anthony Randolph,PF,19,GSW,63,22,1129.0,499.0,363.0,49.0,46.2,,71.6
2009,Al Harrington,PF,28,TOT,73,56,2546.0,1469.0,455.0,102.0,43.9,36.4,79.3
2009,Ryan Hollins,C,24,TOT,45,3,444.0,143.0,97.0,7.0,53.2,,59.7
2009,Henry Walker,SF,21,BOS,29,0,216.0,88.0,29.0,13.0,62.1,,69.6
2009,C.J. Watson,PG,24,GSW,77,18,1883.0,730.0,192.0,206.0,45.7,40.0,87.0
2009,Jason Collins,C,30,MIN,31,22,422.0,57.0,70.0,11.0,31.4,,46.4
2009,Courtney Sims,C,25,NYK,1,0,11.0,6.0,4.0,0.0,50.0,,0.0
2009,Ime Udoka,SF,31,SAS,67,3,1035.0,289.0,187.0,54.0,38.3,32.8,60.9
2009,Othello Hunter,PF,22,ATL,16,0,92.0,22.0,24.0,1.0,55.0,,0.0
2009,Shelden Williams,PF,25,TOT,45,0,512.0,186.0,153.0,12.0,44.6,,73.0
2009,Chauncey Billups,PG,32,DET,2,2,70.0,25.0,10.0,15.0,33.3,28.6,90.0
2009,J.R. Smith,SG,23,DEN,81,18,2245.0,1233.0,297.0,227.0,44.6,39.7,75.4
2009,Rudy Fernandez,SG,23,POR,78,4,1993.0,815.0,207.0,159.0,42.5,39.9,83.9
2009,Shannon Brown,SG,23,TOT,48,0,477.0,202.0,44.0,38.0,47.3,37.8,82.1
2009,Julian Wright,SF,21,NOH,54,19,772.0,237.0,152.0,43.0,46.6,9.5,56.7
2009,Kenyon Martin,PF,31,DEN,66,66,2111.0,769.0,395.0,132.0,49.1,36.8,60.4
2009,Zach Randolph,PF-C,27,TOT,50,45,1757.0,1041.0,504.0,103.0,47.5,33.0,73.4
2009,Sebastian Telfair,PG,23,MIN,75,43,2095.0,738.0,127.0,343.0,38.3,34.6,81.9
2009,Sean Williams,PF,22,NJN,33,0,366.0,80.0,79.0,13.0,41.7,,62.5
2009,Jared Dudley,SF,23,PHO,48,0,728.0,264.0,146.0,37.0,48.1,39.4,69.1
2009,Baron Davis,PG,29,LAC,65,60,2248.0,968.0,238.0,501.0,37.0,30.2,75.7
2009,Elton Brand,PF,29,PHI,29,23,920.0,399.0,254.0,37.0,44.7,,67.6
2010,Dwight Howard,C,24,ORL,82,82,2843.0,1503.0,1082.0,144.0,61.2,,59.2
2010,Mo Williams,PG,27,CLE,69,68,2359.0,1092.0,206.0,368.0,44.2,42.9,89.4
2010,DeSagana Diop,C,28,CHA,27,0,262.0,32.0,65.0,5.0,51.7,,22.2
2010,Tony Allen,SG,28,BOS,54,8,889.0,330.0,145.0,72.0,51.0,,60.5
2010,Michael Finley,SF,36,SAS,25,6,395.0,93.0,38.0,19.0,38.1,31.7,66.7
2010,Johan Petro,C,24,DEN,36,16,436.0,122.0,129.0,14.0,53.5,,66.7
2010,Chris Paul,PG,24,NOH,45,45,1712.0,841.0,191.0,480.0,49.3,40.9,84.7
2010,Andres Nocioni,SF,30,SAC,75,28,1477.0,635.0,222.0,75.0,39.9,38.6,71.7
2010,Vladimir Radmanovic,PF,29,TOT,41,20,891.0,256.0,178.0,45.0,37.7,27.8,74.1
2010,Joey Graham,SF,27,DEN,63,18,759.0,266.0,123.0,22.0,52.0,15.4,74.0
2010,Richard Hamilton,SG,31,DET,46,46,1552.0,831.0,122.0,202.0,40.9,29.7,84.6
2010,Troy Murphy,PF,29,IND,72,69,2344.0,1050.0,737.0,150.0,47.2,38.4,79.8
2010,Kobe Bryant,SG,31,LAL,73,73,2835.0,1970.0,391.0,365.0,45.6,32.9,81.1
2010,Josh McRoberts,C,22,IND,42,3,524.0,179.0,127.0,44.0,52.1,34.8,50.0
2010,Kyle Weaver,SG,23,OKC,12,0,144.0,36.0,18.0,11.0,36.4,36.8,83.3
2010,Kris Humphries,PF,24,DAL,25,0,315.0,131.0,95.0,7.0,46.1,,56.8
2010,Marcus Banks,PG,28,TOR,22,0,244.0,109.0,23.0,26.0,53.4,29.2,82.8
2010,Courtney Lee,SG,24,NJN,71,66,2375.0,885.0,252.0,121.0,43.6,33.8,86.9
2010,Marc Gasol,C,25,MEM,69,69,2469.0,1008.0,640.0,165.0,58.1,,67.0
2010,Tyson Chandler,C,27,CHA,51,27,1163.0,333.0,320.0,16.0,57.4,,73.2
2010,Marcus Haislip,SF,29,SAS,10,0,44.0,25.0,10.0,0.0,47.6,60.0,40.0
2010,Shaquille O'Neal*,C,37,CLE,53,53,1240.0,636.0,355.0,80.0,56.6,,49.6
2010,Marcus Williams,PG,24,MEM,62,1,872.0,269.0,93.0,161.0,38.4,29.6,67.3
2011,C.J. Miles,SF,23,UTA,78,19,1969.0,1000.0,255.0,135.0,40.7,32.2,81.1
2011,Corey Brewer,SF-SG,24,TOT,69,24,1510.0,552.0,175.0,89.0,39.5,26.8,70.8
2011,Trey Johnson,SG,26,LAL,1,0,13.0,6.0,0.0,0.0,66.7,,100.0
2011,Hassan Whiteside,C,21,SAC,1,0,2.0,0.0,0.0,0.0,0.0,,0.0
2011,Hamed Haddadi,C,25,MEM,31,0,168.0,75.0,68.0,5.0,51.7,,65.2
2011,Zydrunas Ilgauskas,C,35,MIA,72,51,1145.0,360.0,287.0,26.0,50.8,,78.3
2011,Jarron Collins,C,32,LAC,23,0,157.0,17.0,17.0,1.0,33.3,,70.0
2011,Timofey Mozgov,C,24,NYK,34,14,458.0,135.0,104.0,15.0,46.4,,70.5
2011,Von Wafer,SG,25,BOS,58,2,553.0,184.0,49.0,35.0,42.1,26.9,84.2
2011,J.J. Redick,SG,26,ORL,59,5,1513.0,593.0,113.0,102.0,44.1,39.7,87.5
2011,Willie Warren,PG,21,LAC,19,0,134.0,37.0,12.0,27.0,37.1,33.3,75.0
2011,Sonny Weems,SF,24,TOR,59,28,1413.0,545.0,153.0,104.0,44.4,27.9,76.6
2011,Jared Jeffries,PF,29,TOT,42,9,601.0,74.0,116.0,36.0,34.9,22.2,41.4
2011,Al Horford,C,24,ATL,77,77,2704.0,1178.0,718.0,266.0,55.7,50.0,79.8
2011,Jordan Hill,C,23,HOU,72,11,1125.0,406.0,306.0,29.0,49.1,,70.6
2011,Chauncey Billups,PG,34,DEN,51,51,1646.0,840.0,125.0,271.0,43.8,44.1,92.3
2011,James Harden,SG,21,OKC,82,5,2189.0,998.0,255.0,176.0,43.6,34.9,84.3
2011,Sebastian Telfair,PG,25,MIN,37,8,711.0,266.0,54.0,111.0,40.2,35.9,73.3
2011,Carlos Arroyo,PG,31,TOT,64,43,1185.0,310.0,103.0,125.0,44.0,44.9,83.0
2011,Martell Webster,SF,24,MIN,46,1,1094.0,453.0,147.0,53.0,44.7,41.7,77.0
2011,Joe Smith,PF,35,NJN,4,3,25.0,2.0,3.0,1.0,25.0,,0.0
2011,Acie Law,PG,26,TOT,51,0,726.0,215.0,63.0,84.0,43.5,16.7,73.4
2011,Sasha Pavlovic,SG,27,BOS,17,0,149.0,31.0,14.0,3.0,46.2,50.0,40.0
2011,Orien Greene,SG,28,NJN,3,0,5.0,3.0,0.0,1.0,50.0,,50.0
2011,Tyler Hansbrough,PF,25,IND,70,29,1535.0,767.0,366.0,41.0,46.5,,77.9
2012,Jerry Smith,PG,24,NJN,5,0,46.0,7.0,7.0,4.0,21.4,16.7,0.0
2012,Alonzo Gee,SG,24,CLE,63,31,1827.0,665.0,322.0,113.0,41.2,32.1,78.8
2012,Al Jefferson,C,27,UTA,61,61,2075.0,1170.0,585.0,134.0,49.2,25.0,77.4
2012,Cory Higgins,PG,22,CHA,38,0,423.0,150.0,35.0,36.0,32.5,20.0,70.0
2012,Rashard Lewis,SF,32,WAS,28,15,729.0,217.0,109.0,27.0,38.5,23.9,83.8
2012,Terrence Williams,SG,24,TOT,30,0,550.0,213.0,102.0,65.0,42.9,34.8,58.7
2012,Gerald Wallace,SF,29,NJN,16,16,573.0,243.0,109.0,49.0,41.6,38.5,85.9
2012,Troy Murphy,PF,31,LAL,59,0,956.0,188.0,191.0,51.0,45.0,41.8,66.7
2012,Jeff Adrien,PF,25,HOU,8,0,63.0,21.0,22.0,1.0,43.8,,58.3
2012,Al-Farouq Aminu,SF,21,NOH,66,21,1477.0,399.0,308.0,66.0,41.1,27.7,75.4
2012,Maurice Evans,SF,33,WAS,24,0,343.0,117.0,24.0,9.0,40.2,37.8,76.9
2012,Brian Cook,PF,31,LAC,16,0,121.0,31.0,23.0,2.0,22.4,18.5,100.0
2012,Nick Young,SG,26,LAC,22,3,518.0,214.0,36.0,10.0,39.4,35.3,82.1
2012,Dominic McGuire,PF,26,GSW,64,6,1127.0,227.0,246.0,110.0,44.8,,73.6
2012,Jared Jeffries,PF,30,NYK,39,4,729.0,170.0,152.0,26.0,41.0,18.8,68.1
2012,Jonny Flynn,PG,22,HOU,11,0,135.0,37.0,8.0,28.0,29.3,22.2,78.6
2012,Eduardo Najera,PF,35,CHA,22,0,270.0,58.0,50.0,12.0,37.5,27.6,50.0
2012,Shelvin Mack,PG,21,WAS,64,0,779.0,230.0,92.0,131.0,40.0,28.6,71.2
2012,Channing Frye,PF,28,PHO,64,59,1669.0,674.0,379.0,88.0,41.6,34.6,89.0
2012,Delonte West,PG,28,DAL,44,33,1060.0,421.0,101.0,139.0,46.1,35.5,88.6
2012,DeMarre Carroll,SF-PF,25,TOT,24,9,348.0,107.0,53.0,18.0,41.0,36.8,87.5
2012,Tayshaun Prince,SF,31,DET,63,63,2087.0,798.0,281.0,153.0,42.1,35.6,77.4
2013,Daniel Gibson,PG,26,CLE,46,3,919.0,250.0,60.0,82.0,34.0,34.4,70.3
2013,C.J. Watson,PG,28,BRK,80,8,1521.0,543.0,145.0,161.0,41.8,41.1,78.0
2013,Mike Conley,PG,25,MEM,80,80,2757.0,1168.0,225.0,487.0,44.0,36.2,83.0
2013,Kendrick Perkins,C,28,OKC,78,78,1954.0,330.0,466.0,111.0,45.7,,61.1
2013,Chris Singleton,PF,23,WAS,57,11,924.0,231.0,184.0,37.0,38.2,19.4,57.1
2013,Chris Copeland,PF,28,NYK,56,13,862.0,486.0,119.0,27.0,47.9,42.1,75.9
2013,Shawn Marion,PF,34,DAL,67,67,2010.0,812.0,525.0,163.0,51.4,31.5,78.2
2013,Eddy Curry,C,30,DAL,2,0,25.0,9.0,4.0,0.0,50.0,,25.0
2013,Reggie Williams,SF,26,CHA,40,0,380.0,146.0,51.0,39.0,43.2,30.6,47.6
2013,DeQuan Jones,SF,22,ORL,63,17,803.0,233.0,105.0,16.0,43.6,25.7,66.7
2013,Jason Maxiell,PF,29,DET,72,71,1789.0,498.0,409.0,54.0,44.6,,62.1
2013,Tony Allen,SG,31,MEM,79,79,2109.0,705.0,363.0,98.0,44.5,12.5,71.7
2013,Maurice Harkless,SF,19,ORL,76,59,1974.0,625.0,335.0,50.0,46.1,27.4,57.0
2013,Malcolm Thomas,PF,24,CHI,7,0,36.0,12.0,11.0,2.0,55.6,,50.0
2013,Jason Collins,C,34,WAS,6,2,54.0,4.0,8.0,2.0,16.7,,100.0
2013,Anthony Tolliver,SF,27,ATL,62,11,963.0,253.0,155.0,32.0,38.0,33.8,86.3
2013,Jeremy Pargo,SG,26,PHI,14,0,208.0,69.0,17.0,28.0,38.1,41.2,66.7
2013,Serge Ibaka,PF,23,OKC,80,80,2486.0,1055.0,617.0,43.0,57.3,35.1,74.9
2013,Shelvin Mack,SG,22,PHI,4,0,7.0,2.0,0.0,1.0,50.0,,0.0
2013,Kevin Durant,SF,24,OKC,81,81,3119.0,2280.0,640.0,374.0,51.0,41.6,90.5
2013,Jannero Pargo,PG,33,WAS,7,0,102.0,21.0,6.0,14.0,25.0,15.0,100.0
2013,Greivis Vasquez,PG,26,NOH,78,78,2685.0,1083.0,337.0,704.0,43.3,34.2,80.5
2013,Dion Waiters,SG,21,CLE,61,48,1756.0,894.0,149.0,183.0,41.2,31.0,74.6
2014,LaMarcus Aldridge,PF,28,POR,69,69,2498.0,1603.0,765.0,178.0,45.8,20.0,82.2
2014,Nick Young,SG,28,LAL,64,9,1810.0,1144.0,166.0,95.0,43.5,38.6,82.5
2014,Jordan Hamilton,SF,23,DEN,39,11,670.0,266.0,133.0,34.0,39.0,34.9,74.2
2014,Aaron Brooks,PG,29,DEN,29,12,841.0,346.0,78.0,150.0,40.6,36.2,90.2
2014,Chuck Hayes,C,30,TOT,61,1,754.0,132.0,210.0,35.0,43.1,,80.0
2014,Dwyane Wade,SG,32,MIA,54,53,1775.0,1028.0,241.0,252.0,54.5,28.1,73.3
2014,Dewayne Dedmon,C,24,TOT,31,6,390.0,97.0,127.0,5.0,45.8,,65.6
2014,Anthony Bennett,PF,20,CLE,52,0,663.0,217.0,155.0,17.0,35.6,24.5,63.8
2014,Channing Frye,PF,30,PHO,82,82,2312.0,910.0,416.0,98.0,43.2,37.0,82.1
2014,Danny Granger,SF,30,IND,29,2,653.0,242.0,105.0,33.0,35.9,33.0,96.2
2014,Ronnie Brewer,SF,28,HOU,23,3,158.0,7.0,14.0,10.0,20.0,12.5,0.0
2014,Marquis Teague,SG,20,BRK,21,1,201.0,62.0,21.0,30.0,41.5,37.5,78.9
2014,Gerald Green,SG,28,PHO,82,48,2330.0,1295.0,275.0,122.0,44.5,40.0,84.8
2014,Nick Calathes,SG,24,MEM,71,7,1173.0,347.0,137.0,207.0,45.7,31.1,61.1
2014,James Nunnally,SF,23,ATL,4,0,54.0,18.0,8.0,2.0,33.3,30.0,75.0
2014,Tim Hardaway,SG,21,NYK,81,1,1875.0,824.0,121.0,66.0,42.8,36.3,82.8
2014,Avery Bradley,PG,23,BOS,60,58,1855.0,891.0,226.0,85.0,43.8,39.5,80.4
2014,Tony Wroten,PG,20,PHI,72,16,1765.0,939.0,228.0,217.0,42.7,21.3,64.1
2014,MarShon Brooks,SG,25,LAL,18,0,228.0,115.0,30.0,21.0,48.9,57.9,69.2
2014,Ronnie Brewer,SF,28,TOT,24,3,160.0,7.0,14.0,10.0,20.0,12.5,0.0
2014,Nate Robinson,PG,29,DEN,44,1,866.0,457.0,81.0,112.0,42.8,37.7,83.5
2014,Caron Butler,SF,33,MIL,34,13,821.0,374.0,158.0,56.0,38.7,36.1,83.9
2014,Jordan Hill,PF,26,LAL,72,32,1500.0,696.0,535.0,54.0,54.9,,68.5
2014,Andrew Bogut,C,29,GSW,67,67,1769.0,492.0,671.0,112.0,62.7,,34.4
2015,Brandon Knight,PG,23,MIL,52,52,1688.0,923.0,221.0,281.0,43.5,40.9,88.1
2015,Goran Dragic,SG,28,PHO,52,52,1735.0,843.0,185.0,211.0,50.1,35.5,74.6
2015,LaMarcus Aldridge,PF,29,POR,71,71,2512.0,1661.0,726.0,124.0,46.6,35.2,84.5
2015,Bismack Biyombo,C,22,CHO,64,21,1243.0,304.0,407.0,16.0,54.3,,58.3
2015,Blake Griffin,PF,25,LAC,67,67,2356.0,1469.0,508.0,354.0,50.2,40.0,72.8
2015,Cleanthony Early,SF,23,NYK,39,7,647.0,210.0,97.0,36.0,35.5,26.2,75.0
2015,Jeff Green,SF,28,TOT,78,70,2454.0,1168.0,328.0,134.0,43.0,33.2,83.3
2015,Danny Green,SG,27,SAS,81,80,2312.0,946.0,343.0,158.0,43.6,41.8,87.4
2015,T.J. Warren,SF,21,PHO,40,1,614.0,245.0,85.0,25.0,52.8,23.8,73.7
2015,Tyler Hansbrough,PF,29,TOR,74,8,1058.0,270.0,265.0,21.0,52.1,14.3,69.8
2015,Tarik Black,C,23,TOT,63,39,1196.0,379.0,368.0,42.0,57.5,,55.1
2015,Grant Jerrett,PF,21,UTA,3,0,26.0,9.0,5.0,2.0,44.4,,100.0
2015,Charlie Villanueva,PF,30,DAL,64,1,678.0,403.0,149.0,19.0,41.4,37.6,57.1
2015,Corey Brewer,SF,28,MIN,24,16,680.0,251.0,94.0,78.0,41.8,19.5,70.5
2015,Robbie Hummel,SF,25,MIN,45,4,742.0,198.0,134.0,27.0,45.9,31.4,82.8
2015,Francisco Garcia,SF,33,HOU,14,0,200.0,45.0,17.0,15.0,27.0,22.2,25.0
2015,Earl Clark,PF,27,BRK,10,0,93.0,27.0,23.0,3.0,36.7,28.6,25.0
2015,Shavlik Randolph,PF,31,TOT,21,0,126.0,24.0,38.0,4.0,25.7,,50.0
2015,Larry Sanders,C,26,MIL,27,26,586.0,196.0,166.0,23.0,50.0,,50.0
2015,Lou Williams,SG,28,TOR,80,0,2016.0,1242.0,151.0,164.0,40.4,34.0,86.1
2015,Avery Bradley,SG,24,BOS,77,77,2428.0,1071.0,241.0,135.0,42.9,35.2,79.0
2015,Al Horford,C,28,ATL,76,76,2318.0,1156.0,544.0,244.0,53.8,30.6,75.9
2015,Carl Landry,PF,31,SAC,70,15,1192.0,503.0,268.0,26.0,51.5,,82.0
2015,Luke Ridnour,PG,33,ORL,47,0,683.0,188.0,68.0,96.0,42.6,31.7,85.7
2015,Brandon Rush,SG,29,GSW,33,0,271.0,30.0,41.0,12.0,20.4,11.1,45.5
2015,Steven Adams,C,21,OKC,70,67,1771.0,537.0,523.0,66.0,54.4,,50.2
2016,Al Horford,C,29,ATL,82,82,2631.0,1249.0,596.0,263.0,50.5,34.4,79.8
2016,Jeff Withey,C,25,UTA,51,10,658.0,217.0,173.0,20.0,53.7,,72.9
2016,Kevin Durant,SF,27,OKC,72,72,2578.0,2029.0,589.0,361.0,50.5,38.7,89.8
2016,LaMarcus Aldridge,PF,30,SAS,74,74,2261.0,1331.0,632.0,110.0,51.3,,85.8
2016,Jimmer Fredette,SG,26,NOP,4,0,13.0,2.0,0.0,1.0,25.0,,0.0
2016,Mason Plumlee,C,25,POR,82,82,2084.0,749.0,628.0,226.0,51.6,,64.2
2016,Elfrid Payton,PG,21,ORL,73,69,2145.0,778.0,261.0,468.0,43.6,32.6,58.9
2016,Dirk Nowitzki,PF,37,DAL,75,75,2364.0,1372.0,489.0,132.0,44.8,36.8,89.3
2016,Pablo Prigioni,PG,38,LAC,59,3,823.0,145.0,114.0,130.0,37.4,29.5,87.5
2016,Jeff Green,SF,29,MEM,53,31,1544.0,646.0,241.0,98.0,43.1,30.9,80.0
2016,Devin Harris,PG,32,DAL,64,0,1280.0,487.0,138.0,118.0,44.7,32.9,72.1
2016,Shabazz Napier,PG,24,ORL,55,0,600.0,203.0,55.0,97.0,33.8,32.7,73.3
2016,DeMarre Carroll,SF,29,TOR,26,22,786.0,286.0,122.0,27.0,38.9,39.0,60.0
2016,Andre Miller,PG,39,SAS,13,4,181.0,56.0,27.0,29.0,47.9,25.0,69.2
2016,Sonny Weems,SG-SF,29,TOT,43,0,499.0,107.0,53.0,49.0,38.2,36.6,53.3
2016,Ersan Ilyasova,PF,28,DET,52,52,1434.0,589.0,282.0,55.0,42.5,36.3,72.5
2016,D.J. Augustin,PG,28,DEN,28,0,659.0,325.0,52.0,132.0,44.5,41.1,81.9
2016,Kevin Love,PF,27,CLE,77,77,2424.0,1234.0,762.0,186.0,41.9,36.0,82.2
2016,Taj Gibson,PF,30,CHI,73,55,1936.0,627.0,504.0,106.0,52.6,,69.2
2016,Bryce Cotton,PG,23,PHO,3,0,33.0,4.0,0.0,3.0,25.0,,0.0
2016,Montrezl Harrell,PF,22,HOU,39,1,379.0,140.0,65.0,17.0,64.4,,52.2
2016,Jahlil Okafor,C,20,PHI,53,48,1591.0,928.0,373.0,65.0,50.8,16.7,68.6
2016,Mo Williams,PG,33,CLE,41,14,748.0,338.0,72.0,98.0,43.7,35.3,90.5
2017,Bojan Bogdanovic,SF,27,TOT,81,54,2083.0,1113.0,277.0,111.0,44.5,36.7,89.3
2017,Al-Farouq Aminu,SF,26,POR,61,25,1773.0,532.0,451.0,99.0,39.3,33.0,70.6
2017,Paul George,SF,26,IND,75,75,2689.0,1775.0,492.0,251.0,46.1,39.3,89.8
2017,Doug McDermott,SF,25,OKC,22,1,430.0,145.0,49.0,13.0,45.2,36.2,70.6
2017,Toney Douglas,PG,30,MEM,24,0,394.0,117.0,61.0,56.0,36.8,16.7,82.8
2017,Sean Kilpatrick,SG,27,BRK,70,24,1754.0,919.0,280.0,157.0,41.5,34.1,84.3
2017,James Harden,PG,27,HOU,81,81,2947.0,2356.0,659.0,906.0,44.0,34.7,84.7
2017,Boban Marjanovic,C,28,DET,35,0,293.0,191.0,130.0,9.0,54.5,,81.0
2017,Terrence Ross,SF,25,TOR,54,0,1207.0,559.0,139.0,45.0,44.1,37.5,82.0
2017,Cheick Diallo,PF,20,NOP,17,0,199.0,87.0,73.0,4.0,47.4,,71.4
2017,Nikola Jokic,C,21,DEN,73,59,2038.0,1221.0,718.0,359.0,57.8,32.4,82.5
2017,Tyreke Evans,SF,27,TOT,40,6,788.0,411.0,137.0,124.0,40.5,35.6,75.0
2017,Alonzo Gee,SF,29,DEN,13,0,89.0,11.0,15.0,6.0,21.4,,55.6
2017,Jimmy Butler,SF,27,CHI,76,75,2809.0,1816.0,470.0,417.0,45.5,36.7,86.5
2017,Tim Hardaway,SG,24,ATL,79,30,2154.0,1143.0,224.0,182.0,45.5,35.7,76.6
2017,Alec Burks,SG,25,UTA,42,0,653.0,283.0,120.0,30.0,39.9,32.9,76.9
2017,Sergio Rodriguez,PG,30,PHI,68,30,1518.0,530.0,157.0,344.0,39.2,36.5,66.7
2017,Manu Ginobili,SG,39,SAS,69,0,1291.0,517.0,157.0,183.0,39.0,39.2,80.4
2017,Al Horford,C,30,BOS,68,68,2193.0,952.0,464.0,337.0,47.3,35.5,80.0
2017,Treveon Graham,SG,23,CHO,27,1,189.0,57.0,22.0,6.0,47.5,60.0,66.7
2017,Alexis Ajinca,C,28,NOP,39,15,584.0,207.0,177.0,12.0,50.0,,72.5
2017,Zach LaVine,SG,21,MIN,47,47,1749.0,889.0,159.0,139.0,45.9,38.7,83.6
2017,Robin Lopez,C,28,CHI,81,81,2271.0,839.0,519.0,80.0,49.3,,72.1
2017,David West,C,36,GSW,68,0,854.0,316.0,203.0,151.0,53.6,37.5,76.8
